Feature	Importances
Jurnee Smollett	0.0
Justin Kirk	1.2705724237044517e-06
Justin Theroux	2.5147318334410983e-20
Jürgen Holtz	0.0
Kagiso Kuypers	3.8810344073892304e-19
Kai-Man Tin	4.410925546419989e-19
Kal Penn	1.525891075038639e-21
Kanako Fukaura	0.0
Kang Hye-jeong	6.864002390486774e-20
Kang Xi Jia	0.0
Kari-Pekka Toivonen	4.997606354031775e-08
Karina Arroyave	0.0
Karl Johnson	2.1501879852321073e-19
Karl Urban	4.953118548945441e-18
Kate Ashfield	0.0
Kate Beckinsale	1.2304722197741848e-20
Kate Hudson	8.372756207245129e-21
Kate Sullivan	0.0
Kate Winslet	8.277692383305021e-09
Kathryn Hunter	1.6558959137689856e-17
Katie Holmes	1.0046953602482169e-17
Katrin Sass	0.0
Kazuko Shibata	5.377284592754077e-19
Kazuyoshi Minamimagoe	0.0
Keir Mills	0.0
Keira Knightley	9.621480931199463e-19
Keisha Castle-Hughes	5.947014938987051e-17
Keith Campbell	4.4583155140506224e-18
Keith David	4.711609263903325e-19
Keith Nobbs	2.765977229808886e-06
Kelly Macdonald	1.8855296713652667e-18
Ken Leung	9.674468964995513e-19
Ken Watanabe	2.0365966490740037e-06
Kenneth Mitchell	3.77312715286216e-20
Kenneth Welsh	0.0
Kerry Walker	2.621410039049195e-20
Kerry Washington	4.764219047777721e-19
Kevin Bacon	1.2666595289786005e-18
Kevin Chamberlin	1.8145220929382237e-20
Kevin Chapman	1.1109824720189912e-18
Kevin Corrigan	5.713696524072414e-18
Kevin G. Schmidt	9.254332586295823e-19
Kevin Spacey	0.0
Kevin West	5.744235407580614e-18
Khalid Abdalla	0.0
Kia Jam	0.0
Kieran Culkin	7.878119413785209e-21
Kim Bu-seon	0.0
Kim Byeong-Ok	3.3279276627987703e-22
Kim Coates	7.647369489414729e-19
Kim Dickens	0.0
Kim Director	1.1320719453886625e-18
Kim Fenton	9.555857674572752e-21
Kim Hie-ryeong	0.0
Kim Roe-ha	0.0
Kim Sang-kyung	0.0
Kim Se-dong	0.0
Kimberly Elise	3.624373968388459e-21
Kip Pardue	6.577995507765598e-19
Kirron Kher	2.1825388336566973e-20
Kirsten Dunst	0.0
Kishori Ballal	0.0
Klea Scott	0.0
Ko Seo-hie	0.0
Kristin Herrera	0.0
Kulbhushan Kharbanda	0.0
Kumar Pallana	1.4907040045119875e-19
Kunal Kapoor	0.0
Kurt Fuller	1.664423988464248e-17
Kurt Russell	0.0
Lachlan Mackintosh	2.3478619917284877e-18
Lajos Kovács	0.0
Lari White	6.2676040711349906e-18
Larry Bagby	1.0601031633077832e-20
Larry Miller	0.0
Larry Reese	6.3978067838696476e-06
Lars Ranthe	6.5878374388955996e-21
Laura Dern	0.0
Laura Harring	0.0
Laura Linney	8.560410957997796e-18
Laura Mennell	0.0
Lauren Bacall	0.0
Laurence Barry	0.0
Laurence Fishburne	2.0520243004582676e-18
Laurence Leboeuf	0.0
Lawrence Gilliard Jr.	6.020527369331144e-22
Leandro Firmino	1.0359786564136234e-20
Lee Arenberg	8.548596062274484e-19
Lee Dae-yeon	9.948664095355736e-21
Lee Hang	0.0
Lee Ingleby	4.376558634977385e-07
Lee Ritchey	4.545077681611501e-08
Lee Seon-jin	0.0
Lee Yeong-ih	0.0
Lee Yoon-mi	3.764476504574211e-09
Leigh Whannell	3.331304026194388e-19
Lekh Tandon	0.0
Lena Headey	7.514850812657088e-18
Leonardo DiCaprio	6.648887841954515e-18
Leonid Citer	0.0
Leonor Watling	5.651510964703227e-20
Lesley Manville	5.486474227208805e-21
Leslie Bibb	1.452131206602394e-17
Levani	4.197020334811587e-09
Liam Aiken	1.1417958420264352e-18
Liam Cunningham	0.0
Liam Neeson	8.552285245482374e-18
Lim Ji-eun	0.0
Linda Bassett	0.0
Linus Roache	8.259885416438091e-18
Litefoot	1.3555145114173183e-21
Liz Smith	3.021376343006181e-18
Liza Colón-Zayas	2.4929457981922677e-19
Logan Lerman	1.026735232486883e-18
Lola Dueñas	1.252039974099535e-20
Lorella Cravotta	7.793407535863366e-18
Loretta Devine	1.0091925959442435e-18
Lori Galinski	1.7668259118619372e-17
Lorri Bagley	0.0
Lou Romano	0.0
Louise Lasser	0.0
Louise Lemoine Torrès	3.4413645304594374e-08
Louise Portal	0.0
Lucas Belvaux	0.0
Lucas Black	3.3487161531600215e-19
Luce Rains	5.1329337515274374e-21
Lucia Rijker	6.438922136426793e-18
Lucy Davis	2.8247710708385406e-20
Lucy Liu	1.2662661288627898e-07
Luis Armesto	0.0
Luiz Carlos Vasconcelos	0.0
Luke Spill	5.6176555119843155e-19
Luke Wilson	1.1922144249392201e-19
Lyndsey Marshal	0.0
Lynn Cohen	0.0
M.C. Gainey	0.0
Mabel Rivera	2.800545684358598e-20
Mabel Wharekawa	4.1124259587147046e-20
Mabutho 'Kid' Sithole	0.0
Mackenzie Crook	2.3728847736942816e-18
Macy Gray	5.200178922536659e-07
Madhavan	0.0
Madhuri Dixit	3.548454473116475e-20
Mads Mikkelsen	1.70845627509592e-17
Maeve Andrews	2.4188564088559044e-06
Maggie Cheung	0.0
Maggie Gyllenhaal	1.407860094087872e-17
Maggie Smith	2.2706156252590468e-18
Mairead Devlin	8.958223273592506e-20
Malin Akerman	0.0
Malou Airaudo	6.603886301198042e-20
Mana Taumaunu	2.89729776663278e-20
Mandy Moore	1.620504334593762e-17
Manoj Bajpayee	6.006071392352087e-21
Manolo Solo	1.4740708808931827e-19
Marc Anthony	1.5144528455743357e-19
Marc Turtletaub	6.705960485477933e-19
Marcia Gay Harden	0.0
Marcia Jean Kurtz	0.0
Marco Pérez	5.036542348293501e-21
Margo Martindale	3.2258944258791666e-18
Mari Natsuki	3.190721669348028e-18
Maria Bello	4.677889234165293e-21
Maria Lundqvist	0.0
Maria Luísa Mendonça	0.0
Maria Simon	0.0
Mariane Plasteig	2.831562093249879e-08
Marianne Muellerleile	1.033065602510414e-20
Maribel Verdú	0.0
Marie Pillet	0.0
Marie-Josée Croze	0.0
Marina Hands	0.0
Mario	0.0
Mariola Fuentes	1.7792681875683384e-19
Marion Cotillard	1.5377808344402344e-18
Marjaana Maijala	0.0
Mark Boone Junior	3.6422997693230675e-20
Mark Gantt	9.532034670411376e-18
Mark Gatiss	0.0
Mark Hoffman	0.0
Mark Ruffalo	5.31211432603468e-06
Mark Wahlberg	4.728451954216891e-06
Mark Webber	6.197033971858594e-21
Mark Williams	1.7062111951333044e-18
Marlon Wayans	0.0
Martha Espinoza	9.945003799358692e-21
Martin Freeman	2.9103664664476967e-19
Martin McCann	0.0
Martin Sheen	6.5182701418936515e-18
Martin Stringer	0.0
Martina Gedeck	2.2698842212984154e-20
Martine McCutcheon	6.303990275043174e-18
Marton Csokas	7.294720687543297e-18
Marty Antonini	5.045715276029224e-18
Mary Elizabeth Winstead	0.0
Mary Gibbs	0.0
Mary Jo Smith	3.7658868777787325e-21
Mary McDonnell	0.0
Mary Murphy	0.0
Mary O'Riordan	0.0
Mary-Louise Parker	9.015123516079756e-21
Marylouise Burke	4.3052767076953085e-21
María Aura	0.0
María Isabel Díaz Lago	0.0
María Mercedes Villagra	0.0
Masashi Odate	6.941256455597552e-18
Masato Harada	0.0
Matheus Nachtergaele	2.5657087889109197e-20
Mathieu Amalric	0.0
Mathieu Kassovitz	5.4151708249329586e-18
Matt Craven	1.1849243690036714e-20
Matt Damon	2.347704073544332e-17
Matt Frewer	7.930572678994255e-20
Matt Jaynes	3.0613577563319904e-20
Matt Ross	0.0
Matthew Braden Stringer	1.2503056182182483e-19
Matthew Edison	0.0
Matthew Goode	2.052949329547804e-19
Matthew Leitch	6.2745391559657614e-18
Matthew Macfadyen	2.899652648351805e-19
Matthew McGrory	1.3750029277381814e-19
Matthew Romero Moore	0.0
Matthew Whittet	8.654801087429128e-21
Matthias Brenner	0.0
Matthias Habich	5.059851224008495e-19
Matyelok Gibbs	0.0
Maureen Lipman	0.0
Max Benitz	0.0
Max Pirkis	0.0
Max von Sydow	3.654615592379253e-18
Maya Bond	9.564996645276793e-09
Melora Walters	4.541382106857693e-20
Melyssa Ade	0.0
Meryl Streep	1.0577096745355065e-21
Michael Angarano	0.0
Michael Badalucco	0.0
Michael Bowen	3.002097996554895e-21
Michael Caine	1.4095061768120165e-17
Michael Cera	3.1435462295090134e-21
Michael Cudlitz	2.5590419682889544e-18
Michael Douglas	2.8729315087740156e-18
Michael Emerson	8.881968870216428e-19
Michael Fassbender	1.4916720677147474e-17
Michael Gambon	7.933621117631612e-19
Michael Gwisdek	0.0
Michael Ironside	0.0
Michael J. Fox	0.0
Michael Keaton	0.0
Michael Kenneth Williams	0.0
Michael Lonsdale	0.0
Michael Madsen	1.6224503096715027e-20
Michael Mantenuto	1.2125343729987743e-19
Michael Mendl	1.7372701467047337e-06
Michael Nyqvist	3.663062465647106e-08
Michael O'Neill	2.6387151776466102e-18
Michael Parks	2.5149530486428643e-07
Michael Rubenfeld	0.0
Michael Saucedo	4.899489124736356e-18
Michael Sorvino	0.0
Michal Zebrowski	7.859562411087135e-19
Michel Robin	0.0
Michelle Monaghan	3.8349576485352995e-21
Michelle Pfeiffer	3.1589251092369945e-08
Michelle Williams	1.486604569700033e-07
Michelle Yeoh	0.0
Michiel Huisman	0.0
Michèle Caucheteux	9.933216815549674e-21
Mickey Cantwell	4.329451105708975e-19
Mickey Rourke	1.5754384343591708e-18
Miguel Sandoval	3.9894253282457166e-21
Mike Butters	1.24958521215444e-18
Mike Colter	3.88535556882971e-18
Mike Elliot	1.0430327816412174e-18
Mike Myers	6.855709850736644e-18
Miki Ito	0.0
Miles Jupp	6.04810297417457e-17
Milind Gunaji	1.1463213073131867e-20
Milton Gonçalves	0.0
Mir Mahmood Shah Hashimi	1.4436221372997405e-19
Mira Sorvino	1.6040449385476744e-21
Miranda Richardson	1.6122843062666054e-07
Mirjana Karanovic	0.0
Misha Kuznetsov	0.0
Mishal Husain	8.85500023870012e-21
Missy Doty	3.133739908178223e-21
Mitsunori Isaki	0.0
Mitsuru Fukikoshi	0.0
Miyu Irino	4.891948081333774e-18
Mohamed Akhzam	3.1696156074986403e-06
Mohd. Abbas Khaleeli	0.0
Monica Viegas	0.0
Monique Gabriela Curnen	4.651564731541985e-17
Morena Baccarin	0.0
Morgan Freeman	1.504421375738558e-17
Morris Birdyellowhead	0.0
Mustafa Nadarevic	0.0
Myles Horgan	0.0
Mélanie Laurent	1.1209858560471472e-17
Nabi Tanha	1.8452759891721472e-19
Nam-Hee Park	6.041038814911691e-20
Nancy McDoniel	0.0
Naomi Watts	1.8632482296188284e-21
Naomie Harris	3.701608818853821e-19
Natalie Dessay	0.0
Natalie Portman	2.5676730816618945e-06
Natasa Tapuskovic	0.0
Nate Parker	5.875914713769466e-21
Nathalie Baye	1.0585228930520987e-05
Nathan Fillion	0.0
Nathan Grinberg	2.7174602331348954e-20
Nathan West	0.0
Navi Rawat	0.0
Neal McDonough	1.0648090718170066e-17
Ned Beatty	9.084685185765295e-19
Neil McCarthy	0.0
Nenji Kobayashi	0.0
Neus Sanz	0.0
Nicholas Aaron	4.224726935010595e-18
Nicholas Smith	2.6583338142516503e-18
Nick Frost	1.1536436818598695e-07
Nick Nichols	0.0
Nick Roud	0.0
Nicola Blackwell	1.3922230530544773e-18
Nicola Cunningham	9.479339480139953e-21
Nicolas Bro	0.0
Nicolas Cage	1.5664750354576025e-20
Nicole Ari Parker	1.191639597881122e-18
Nicole Beharie	0.0
Nicole Kidman	1.752299608956828e-20
Nicole Shirer	0.0
Niels Arestrup	0.0
Nikola Kojo	0.0
Nikolaj Lie Kaas	5.4442961302428396e-21
Noah Emmerich	3.669777385744636e-20
Noah Huntley	0.0
Noah Taylor	0.0
Noel Appleby	6.67150061913179e-19
Noël Baye	5.463156354687379e-21
Oh Dal-su	0.0
Oh Tae-kyung	2.7941273337267044e-21
Olatz López Garmendia	0.0
Ole Thestrup	1.0921646763244595e-20
Oliver Golding	0.0
Oliver Phelps	0.0
Oliver Reed	5.710580318097488e-18
Olivia Thirlby	2.3144484876880814e-19
Opal Alladin	0.0
Orla Fitzgerald	0.0
Orlando Bloom	1.589641732146727e-05
Oscar Isaac	3.0737470075088354e-21
Owen Wilson	1.667304521506739e-19
Paddy Considine	6.412498791773504e-21
Pam Ferris	4.758188696886728e-19
Paprika Steen	0.0
Park Hae-il	0.0
Park No-shik	0.0
Park Sang-gyu	0.0
Parvez Qadir	5.476487629344987e-21
Patricia Clarkson	5.530562618272168e-20
Patrick Chesnais	2.78084614387545e-08
Patrick Dempsey	2.0232606786199863e-07
Patrick Fischler	0.0
Patrick Fugit	6.30264048575e-08
Patrick Kilpatrick	0.0
Patrick Louis	0.0
Patrick O'Brien Demsey	0.0
Patrick Stewart	8.695462914990055e-19
Patrick Swayze	6.825612624694822e-21
Patrick Wilson	1.3076278729599615e-18
Patton Oswalt	1.0898403883132433e-07
Paul Benjamin	0.0
Paul Bettany	0.0
Paul Blackthorne	0.0
Paul Brogren	0.0
Paul Dano	2.730100010452568e-19
Paul F. Tompkins	0.0
Paul Giamatti	2.0050839808779536e-19
Paul Gutrecht	1.1043242576381837e-18
Paul Kaye	0.0
Paul L. Nolan	0.0
Paul Newman	1.2666339384550744e-18
Paul Reubens	0.0
Paul Sanchez	0.0
Paul Schneider	0.0
Paula Garcés	9.698730914621023e-09
Pei-Pei Cheng	3.72177234736567e-18
Penelope Wilton	0.0
Penny Elvira Loftéen	0.0
Penélope Cruz	2.3325800649454587e-21
Peter Berg	0.0
Peter Blok	0.0
Peter Dennis	2.080820473712139e-17
Peter Dinklage	0.0
Peter Fonda	5.532632158013356e-21
Peter Friedman	1.1755190312586525e-19
Peter Grosz	3.5552566844863187e-20
Peter Kay	7.376704966709358e-19
Peter O'Toole	0.0
Peter Outerbridge	4.499552468627913e-20
Peter Reichhardt	0.0
Peter Sallis	1.0446856232883336e-18
Peter Serafinowicz	0.0
Peter Sohn	9.456880335032227e-08
Peter Stormare	7.447049355507484e-21
Peter Von Berg	5.344351721026834e-18
Peter Wight	1.6860830167856272e-18
Peter Youngblood Hills	0.0
Phellipe Haagensen	0.0
Phil Davis	0.0
Philip Barantini	6.467438509075936e-18
Philip Seymour Hoffman	1.0121164258194954e-19
Philipp Heiss	9.862561012974617e-21
Philippe Labro	0.0
Phyllis Somerville	0.0
Pierre Curzi	5.244687335056608e-09
Pina Bausch	9.095467051419756e-20
Pochi Ducasse	0.0
Polly Adams	3.31230089324799e-20
Poonam Sinha	0.0
Powers Boothe	9.45967771515394e-19
Preity G Zinta	2.5855709611265374e-21
Pádraic Delaney	0.0
Péter Scherer	0.0
Qiu Yuen	8.227905886935806e-19
Queen Latifah	1.488435768957714e-20
Rachel Griffiths	0.0
Rachel House	5.808365378160354e-20
Rachel Hurd-Wood	4.35900824498047e-19
Rachel McAdams	0.0
Rachel Shelley	0.0
Rachel Ticotin	0.0
Rachel Weisz	5.2551257016445204e-20
Radha Mitchell	9.905562485010219e-19
Rafe Spall	2.7523807014116246e-17
Raghubir Yadav	0.0
Rajat Kapoor	0.0
Rajendra Gupta	0.0
Rajesh Balwani	0.0
Rajesh Vivek	0.0
Ralph Fiennes	3.263946596383133e-06
Rami Malek	0.0
Randall Duk Kim	1.249407471064931e-17
Randall Wulff	0.0
Randy Quaid	2.947515504854278e-18
Rani Mukerji	1.2255708142383455e-20
Raoul Max Trujillo	1.6849174987902602e-19
Raven Goodwin	0.0
Rawiri Paratene	0.0
Ray Godshall Sr.	0.0
Ray Liotta	5.480862811112788e-22
Ray Romano	0.0
Ray Winstone	1.7359530033282547e-18
Raymond J. Barry	1.9996372668222924e-08
Raza Murad	7.572942452306554e-09
Reese Witherspoon	3.7335946196474256e-20
Reg E. Cathey	0.0
Regina King	6.416906992157388e-19
Reiko Kusamura	0.0
Ren Ôsugi	0.0
Rene Bitorajac	0.0
Renée Amber	6.9160616094358405e-06
Renée Zellweger	2.3896797329168037e-21
Ricardo Darín	0.0
Richard Coca	4.2345190697311294e-18
Richard Felix	0.0
Richard Graham	5.67199299509878e-22
Richard Griffiths	9.441087309951658e-19
Richard Harris	2.6323936386647797e-17
Richard Kiel	0.0
Richard Kind	1.5926768911695004e-22
Richard Macklin	4.1604974711138536e-17
Richard Roxburgh	7.310393703287644e-21
Richard Schiff	0.0
Richard T. Jones	1.9167878908827433e-05
Richmond Arquette	6.789285795780031e-21
Ricky Adams	1.533224467093762e-20
Rie Miyazawa	1.3046275025333718e-21
Riki Lindhome	2.9448059222653734e-18
Rita Davies	0.0
Rob Curling	0.0
Rob Maxey	0.0
Robbie Coltrane	2.523262139388604e-18
Robert Bailey Jr.	0.0
Robert Carlyle	1.6039783929587805e-21
Robert Downey Jr.	1.2168676515320233e-20
Robert Forster	0.0
Robert Guillaume	0.0
Robert Long	0.0
Robert Patrick	0.0
Robert Popper	0.0
Roberto Sosa	1.696481355067717e-19
Roberto Álvarez	0.0
Rockmond Dunbar	0.0
Rodger Boyce	0.0
Rodolphe Pauly	1.882427439981609e-21
Rodrigo Murray	1.5974348272398021e-21
Rodrigo Santoro	1.2366450853338639e-17
Roger Allam	0.0
Roger Casamajor	3.5373509177315444e-19
Roger Willie	0.0
Rolando Villazón	0.0
Romane Bohringer	2.807332732968254e-06
Ron Dean	1.2282230953618903e-17
Ron Eldard	0.0
Ron Glass	4.807033158826582e-21
Ron Livingston	1.1679027048175671e-18
Ron Perlman	0.0
Rory MacGregor	5.434264841687458e-19
Rosamund Pike	5.477118744766259e-19
Rosario Dawson	1.228610272445068e-20
Rosario Flores	1.1437279588462472e-19
Rosemary Harris	0.0
Rosie Motene	0.0
Roz Michaels	5.217235959838044e-21
Rudy Youngblood	2.447686659880732e-19
Rufus	3.0299813399751706e-18
Rufus Sewell	2.1411659737952887e-19
Ruma Guha Thakurta	0.0
Rumi Hiiragi	1.9101718424297976e-18
Rupert Graves	0.0
Rupert Grint	2.0430831066796978e-17
Russ Fega	0.0
Russell Crowe	1.258478607893792e-17
Russell Mabey	0.0
Rutger Hauer	6.0855840824933445e-06
Ruth Sheen	1.6755270553285452e-20
Ryan Gosling	2.3661696875442286e-06
Ryan Hurst	0.0
Ryan Merriman	1.2862947059852366e-19
Ryu Deok-hwan	4.515882712082095e-20
Ryu Seung-beom	1.0609221898868267e-08
Ryu Tae-ho	0.0
Ryuichiro Baba	4.658603833694297e-06
Ryunosuke Kamiki	1.5473573706211378e-17
Rémy Girard	1.025542324077495e-07
Sacha Kremer	0.0
Sadie Goldstein	2.385186118009387e-19
Sahira Nair	1.2941562868898533e-21
Saif Ali Khan	2.696240232306752e-09
Sala Baker	1.922650813232619e-05
Sam Okelo	0.0
Sam Rockwell	6.750746741048866e-21
Sam Shepard	9.550159141533909e-19
Samantha Mathis	1.9994190675705438e-20
Samantha Morton	2.6348777439507906e-18
Samuel L. Jackson	2.947700971661882e-19
Sandip Deb	6.683086771680766e-22
Sandra Bullock	9.190887900276612e-19
Sandra Oh	4.397254668981579e-21
Sarah-Jeanne Labrosse	0.0
Saunders Triplets	1.024294086969381e-18
Sayaka Kamiya	0.0
Sayed Badreya	0.0
Sayed Jafar Masihullah Gharibzada	3.109262858180198e-20
Scarlett Johansson	1.836024152498858e-18
Scott Glenn	2.5803804292920305e-19
Scott Grimes	7.137244858081591e-18
Sean Astin	1.9283038839818495e-05
Sean Bean	0.0
Sean Cory	6.175499020634003e-19
Sean Maher	0.0
Sean McCann	0.0
Sean Penn	8.370668178656586e-19
Sebastian Koch	5.7091627068412605e-19
Semion Sudarikov	2.1162005694966706e-18
Seo Jae-kyeong	5.690000698420326e-20
Seon Ji-hyun	0.0
Serge Merlin	5.252834520961108e-18
Serge-Henri Valcke	0.0
Sergi López	1.3991365427527554e-19
Sergio Montalvo	1.0046315741965238e-20
Seth Rogen	2.6111512235673975e-17
Seu Jorge	0.0
Seung-shin Lee	1.0420865079668076e-21
Seymour Cassel	1.2675429309800502e-19
Shah Rukh Khan	6.281227224022195e-08
Shake Tukhmanyan	1.866149643794174e-21
Shane Taylor	5.566292449810107e-18
Shannyn Sossamon	0.0
Sharman Joshi	2.1489418526320298e-21
Sharon Warren	1.0765374409229462e-18
Shaun Toub	2.4369932636945828e-05
Shawnee Smith	8.732348243116428e-19
Shelby Lynne	2.530061123241804e-21
Shin Ha-kyun	1.6525643473566117e-21
Shin'ichi Chiba	0.0
Shohreh Aghdashloo	0.0
Shri Vallabh Vyas	0.0
Siddharth	0.0
Sienna Guillory	5.7420040639346075e-18
Sihung Lung	2.94923931332683e-18
Simon Abkarian	1.5861086410351185e-17
Simon Callow	0.0
Simon Chandler	0.0
Simon McBurney	4.7169154054849835e-20
Simon Pegg	1.8562258591121595e-19
Sinéad Cusack	1.3360775536899193e-06
Siobhan Fallon Hogan	1.2266797256406194e-21
Siu-Lung Leung	0.0
Sky du Mont	1.4123198266873741e-18
Slavko Stimac	0.0
Smita Jaykar	1.908469893737532e-20
Smith Seth	0.0
Snoop Dogg	2.953460014375901e-19
Sofie Gråbøl	0.0
Soha Ali Khan	3.167246319365965e-08
Son Ye-jin	6.914057216253143e-22
Sonali Kulkarni	0.0
Song Jae-ho	0.0
Song Kang-ho	0.0
Sonoya Mizuno	7.992729352220432e-21
Sonu Sood	0.0
Sophie Okonedo	0.0
Sophie Rois	0.0
Sophie Wyburd	0.0
Spencer Treat Clark	8.875159444281105e-19
Stanley DeSantis	0.0
Stanley Tucci	3.9190908749512386e-20
Starla Benford	4.495538180246337e-19
Starletta DuPois	0.0
Stephen Chow	1.1091216018991359e-18
Stephen Dillane	0.0
Stephen Fry	0.0
Stephen Graham	1.440672863897874e-18
Stephen McHattie	2.826012074814393e-19
Stephen Rea	7.874334406136927e-07
Stephen Root	8.239116509896437e-18
Stephen Rwangyezi	2.6333408469548153e-20
Stephen Tobolowsky	2.9290192408783024e-20
Steve Buscemi	0.0
Steve Carell	0.0
Steve Eastin	9.76279176499492e-18
Steve Harris	9.138650210642973e-18
Steve Taschler	0.0
Stewart Morgan	9.209714092349634e-08
Stockton Taylor	3.579157377270281e-19
Stribor Kusturica	0.0
Stuart Wells	1.0647539471243929e-18
Stéphane Rousseau	0.0
Suhasini Mulay	0.0
Summer Glau	8.16893585872558e-21
Suraj Sharma	9.5226582742107e-18
Surendra Pal	0.0
Susanne Lothar	0.0
Suzanne Pleshette	1.131952754770481e-17
Suzanne Shepherd	0.0
Suzy Falk	0.0
Sylvester Morand	0.0
Symara A. Templeman	1.685258374583647e-20
Sándor Badár	0.0
Sándor Csányi	0.0
Sôsuke Takaoka	2.9056016206540866e-21
T.J. Jagodowski	1.6336506519410393e-20
T.R. Knight	0.0
Tabu	1.8297672966219934e-21
Takashi Naitô	1.9535045752728547e-18
Takashi Tsukamoto	0.0
Takayo Fischer	7.866543062077487e-06
Takayo Mimura	1.1789518963647651e-20
Take	8.142446877093066e-19
Takuya Kimura	0.0
Talulah Riley	1.5307073170723604e-19
Tamar Novas	1.1092048792030893e-07
Tammy Davis	6.847958349509904e-20
Tarô Yamamoto	2.534598603936653e-21
Tatsuya Fujiwara	0.0
Tatsuya Gashûin	0.0
Taungaroa Emile	5.868646350656597e-20
Teddy Newton	0.0
Teri Hatcher	3.708658156732771e-19
Terrence Howard	8.680339255034025e-18
Tess Harper	1.1745088843362088e-18
Tessa Mitchell	4.558185326948333e-20
Thandiwe Newton	0.0
Thom Hoffman	0.0
Thomas Brown-Lowe	0.0
Thomas Haden Church	4.182990526672254e-21
Thomas Jay Ryan	1.865081074162129e-19
Thomas Kretschmann	6.181773666087853e-19
Thomas Lennon	3.364548041818993e-20
Thomas Thieme	1.5303189884508137e-19
Thomas Weinhappel	3.088249406788702e-22
Tianyong Zheng	0.0
Ticky Holgado	1.2495750508018154e-18
Tiffany Pisani	0.0
Tiku Talsania	1.794304531637704e-20
Til Schweiger	2.671290931807374e-18
Tilda Swinton	3.679814118194672e-18
Tim Allen	1.29783675244272e-18
Tim Blake Nelson	1.7019060499179477e-19
Tim Ivey	0.0
Tim Pigott-Smith	8.208199737895578e-07
Tim Robbins	2.0458396473193352e-18
Tim Shadbolt	0.0
Timothy Spall	2.774890610209752e-18
Titus Welliver	6.22545031565443e-21
Tobey Maguire	6.012980397830885e-17
Toby Leonard Moore	0.0
Toby Sedgwick	2.2365785013074605e-19
Todd Louiso	1.1561664866016839e-07
Tom Berenger	0.0
Tom Cruise	2.9106287576841207e-06
Tom Fisher	0.0
Tom Gallop	0.0
Tom Guiry	1.369634388328503e-18
Tom Hanks	5.9229774645579365e-18
Tom Noonan	0.0
Tom Sizemore	1.127334193830718e-18
Tom Wilkinson	1.8241970691967775e-19
Tom Wisdom	1.2881619355146992e-17
Tomas Arana	9.099565978231633e-18
Tomas Milian	3.3725579278117848e-18
Tommy Lee Jones	4.969493824642368e-19
Toni Collette	1.137740058799962e-18
Tony Danza	0.0
Tony Goldwyn	7.12123991800801e-18
Tony Kgoroge	0.0
Tony Leung Chiu-wai	6.853994936091509e-18
Tony Siragusa	0.0
Topi Majaniemi	0.0
Trevor Martin	7.025430896047117e-19
Trish Gates	1.8930607535844973e-19
Ty Simpkins	6.626520999699903e-21
Tyler Hilton	1.8567745360538066e-20
Tyler Hoechlin	1.5780687494894066e-18
Tze-Chung Lam	2.677780357130101e-19
Udo Samel	0.0
Ulrich Matthes	0.0
Ulrich Mühe	5.8494317768247925e-19
Ulrich Thomsen	0.0
Ulrich Tukur	4.823809191690746e-06
Uma Thurman	0.0
Val Kilmer	0.0
Valentina Ananina	0.0
Valerie Planche	0.0
Vanessa Bauche	5.492450712001416e-21
Vera Farmiga	0.0
Vernon Dobtcheff	0.0
Verónica Langer	0.0
Vesna Trivalic	0.0
Vibish Sivakumar	2.1287835377450655e-17
Vicki Lewis	9.85084192581794e-18
Vicky Haughton	8.029652003338054e-20
Victor Reyes	0.0
Viggo Mortensen	1.0164047388238298e-05
Vijayendra Ghatge	1.0095230918965174e-21
Vincent Cassel	0.0
Vincent Ebrahim	2.947839659580977e-06
Vincent Paterson	5.265388090351837e-20
Vincent Regan	1.4931811472533064e-17
Vinessa Shaw	2.7102723610399834e-21
Vinnie Jones	9.956937689088703e-19
Virginia Madsen	3.3800200877402605e-21
Vishnudutt Gaur	0.0
Vivica A. Fox	1.404502127589588e-20
Vladica Kostic	4.182054661767966e-21
Volkmar Kleinert	2.6561485201647167e-19
Vuk Kostic	0.0
Wagner Moura	0.0
Wah Yuen	4.895789905290206e-19
Waheeda Rehman	1.3996589133222746e-22
Waldemar Kobus	0.0
Wallace Shawn	1.625439021514188e-18
Wallace Wolodarsky	3.0903206982124247e-22
Walton Goggins	1.5535145224597323e-18
Wanja Mues	2.054486664681567e-06
Waylon Payne	6.135841315477774e-21
Wayne Robson	0.0
Will Arnett	1.6947808214118328e-07
Will Ferrell	1.1960075514265788e-20
Will Patton	0.0
Will Smith	0.0
Willem Dafoe	1.3576335111510572e-17
William Atherton	0.0
William Beck	1.3015141402114184e-19
William Dick	1.186658261215468e-20
William Fichtner	0.0
William Lee Scott	1.0731126840310683e-18
Wood Harris	2.2424695552299744e-18
Woody Harrelson	0.0
Xian Gao	1.0431775387436777e-18
Xiaogang Feng	0.0
Xolani Mali	0.0
Yan Hai	6.394058454528147e-18
Yan Qin	2.5556286802810717e-18
Yasuko Sawaguchi	5.9775306685561874e-18
Yelena Popovic	1.3581002852355678e-17
Yohana Cobo	0.0
Yoo Ji-tae	6.016108915384471e-21
Yoo Yeon-seok	7.194303842814462e-21
Yoon Jin-seo	2.569800360137469e-21
Yukihiro Kotani	1.3859147174236025e-20
Yumi Tamai	0.0
Yves Jacques	0.0
Yô Ôizumi	4.897915215061914e-06
Zachary Levi	1.0156737526731356e-17
Zekeria Ebrahimi	0.0
Zhihua Dong	0.0
