category,employee,runtimeMinutes,ProductionCompanies
actor,Steve Martin,98,"Twentieth Century Fox Film Corporation, Robert Simonds Productions"
actor,Steve Martin,105,"Hyde Park Films, Touchstone Pictures"
actor,Steve Martin,106,"Epsilon Motion Pictures, Hyde Park Films, Shopgirl, Touchstone Pictures"
actress,Jenny McCarthy-Wahlberg,84,"Dimension Films, Brad Grey Pictures"
actor,Matthew McConaughey,97,"Paramount Pictures, Scott Rudin Productions, Failure to Launch Productions"
actor,Matthew McConaughey,122,"Universal Pictures, Morgan Creek Productions"
actor,Matthew McConaughey,103,"Columbia Pictures Corporation, Intermedia Films, Dee Gee Entertainment, Tapestry Films, Prufrock Pictures, IMF Internationale Medien und Film GmbH & Co. Produktions KG"
actor,Ewan McGregor,125,"Columbia Pictures, The Zanuck Company, Jinks/Cohen Company, Tim Burton Productions"
actor,Ewan McGregor,99,"Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures"
actor,Ewan McGregor,91,"Blue Sky Studios, Twentieth Century Fox Animation"
actor,Ewan McGregor,136,"DreamWorks SKG, Warner Bros., Parkes/MacDonald Productions"
actor,Ewan McGregor,142,Lucasfilm
actor,Ewan McGregor,140,Lucasfilm
actress,Demi Moore,106,"Columbia Pictures, Wonderland Sound and Vision, Tall Trees Productions, Flower Films (II)"
actress,Julianne Moore,110,"Paramount Pictures, Miramax Films, Scott Rudin Productions"
actress,Julianne Moore,101,"DreamWorks SKG, Columbia Pictures Corporation, Montecito Picture Company, The"
actress,Julianne Moore,103,Trust the Man LLC
actress,Julianne Moore,96,"Paramount Pictures, Virtual Studios, Revolution Studios, Saturn Films, Broken Road Productions"
actress,Julianne Moore,91,"Revolution Studios, Jinks/Cohen Company, Visual Arts Entertainment"
actress,Julianne Moore,113,"Scott Rudin Productions, Revolution Studios"
actress,Julianne Moore,107,Clear Blue Sky Productions
actor,Bill Murray,119,"Touchstone Pictures, American Empirical Pictures"
actor,Bill Murray,80,"Twentieth Century Fox Film Corporation, Davis Entertainment, Twentieth Century Fox Animation"
actor,Bill Murray,87,"Twentieth Century Fox Film Corporation, Regency Enterprises, Indian Paintbrush, American Empirical Pictures"
actor,Bill Murray,110,Touchstone Pictures
actor,Bill Murray,144,Lions Gate Films
writer,Mike Myers,94,"New Line Cinema, Eric's Boy, Team Todd, Moving Pictures, Gratitude International"
actor,Mike Myers,94,"New Line Cinema, Eric's Boy, Team Todd, Moving Pictures, Gratitude International"
actor,Mike Myers,90,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation"
actor,Mike Myers,93,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation"
actor,Mike Myers,93,"DreamWorks SKG, DreamWorks Animation"
producer,Mike Myers,94,"New Line Cinema, Eric's Boy, Team Todd, Moving Pictures, Gratitude International"
actor,Jack Nicholson,128,"Columbia Pictures Corporation, Waverly Films, Warner Bros."
actor,Jack Nicholson,106,"Columbia Pictures, Revolution Studios, Happy Madison Productions"
actor,Jack Nicholson,124,"Epsilon Motion Pictures, Franchise Pictures, Morgan Creek Productions, Clyde Is Hungry Films, Pledge Productions"
actor,Jack Nicholson,125,"New Line Cinema, Avery Pix"
actor,Al Pacino,122,"Universal Pictures, Morgan Creek Productions"
actor,Al Pacino,118,"Section Eight, Alcon Entertainment, Witt/Thomas Productions"
actor,Al Pacino,108,"TriStar Pictures, Nu Image Entertainment, Brightlight Pictures"
actor,Al Pacino,59,"Avenue Pictures Productions, Panorama Films, HBO Films"
actor,Bill Paxton,104,"Fox Searchlight Pictures, Broken Lizard Industries, Coconut Pete Productions"
actress,Michelle Pfeiffer,97,"Scott Rudin Productions, I Could Never Ltd., Bauer Martinez Studios"
actress,Michelle Pfeiffer,132,New Line Cinema
actress,Michelle Pfeiffer,86,DreamWorks Animation
actor,Ryan Phillippe,98,United Artists
actor,Ryan Phillippe,135,"DreamWorks SKG, Amblin Entertainment, Malpaso Productions, Warner Bros."
actress,Natalie Portman,104,Columbia Pictures
actress,Natalie Portman,142,Lucasfilm
actress,Natalie Portman,140,Lucasfilm
actress,Natalie Portman,102,"Fox Searchlight Pictures, Double Feature Films, Jersey Films, Camelot Pictures, Large's Ark Productions"
actress,Parker Posey,113,"New Line Cinema, Amen Ra Films, Shawn Danielle Productions Ltd., Imaginary Forces, Marvel Enterprises, Peter Frankfurt Productions"
actress,Parker Posey,154,"DC Comics, Legendary Pictures, Warner Bros., Bad Hat Harry Productions"
actress,Parker Posey,98,"Paramount Vantage, VN Productions"
actress,Parker Posey,155,"Home Box Office (HBO), Attaboy Films, For Whom Productions"
actress,Parker Posey,88,"Cold Iron Pictures, Ambush Entertainment, AV Club, The"
actress,Parker Posey,86,Shangri-La Entertainment
actor,Keanu Reeves,109,"Fox Searchlight Pictures, Regency Enterprises, Dune Entertainment III, Emmett/Furla Films"
actor,Keanu Reeves,99,"Village Roadshow Pictures, Vertigo Entertainment, Sound for Film, Warner Bros."
actor,Keanu Reeves,100,"Thousand Words, Warner Independent Pictures (WIP), Detour Filmproduction, Section Eight Productions"
actor,Keanu Reeves,119,"Bel Air Entertainment, Warner Bros."
actor,Keanu Reeves,128,"Columbia Pictures Corporation, Waverly Films, Warner Bros."
actress,Christina Ricci,109,Newmarket Films
actress,Christina Ricci,116,Paramount Classics
actor,Tim Robbins,138,"Village Roadshow Pictures, Malpaso Productions, NPV Entertainment, Warner Bros."
actor,Tim Robbins,96,"Fine Line Features, Senator Film Produktion, Beverly Detroit, StudioCanal, Partizan, Good Machine"
actor,Tim Robbins,101,"Columbia Pictures Corporation, Teitler Film, Michael De Luca Productions, Radar Pictures"
actor,Tim Robbins,117,"Paramount Pictures, DreamWorks SKG, Cruise/Wagner Productions, Amblin Entertainment"
actress,Julia Roberts,125,"Village Roadshow Pictures, Section Eight, Jerry Weintraub Productions, Warner Bros., WV Films III"
actress,Julia Roberts,113,"Miramax Films, Allied Filmmakers, Mad Chance"
actress,Julia Roberts,102,"Universal Pictures, Participant Productions, Playtone Production"
actress,Julia Roberts,101,"Miramax Films, Populist Pictures, Monophonic Inc."
actress,Julia Roberts,104,Columbia Pictures
actress,Julia Roberts,117,"Columbia Pictures, Revolution Studios"
actress,Julia Roberts,88,"Playtone, Warner Bros., Legendary Entertainment, DNA Productions"
actress,Julia Roberts,116,"Village Roadshow Pictures, Section Eight, NPV Entertainment, Jerry Weintraub Productions, Warner Bros., WV Films II"
actress,Mimi Rogers,85,New Line Cinema
actress,Meg Ryan,97,"Castle Rock Entertainment, Land Films Inc., Anonymous Content"
actress,Meg Ryan,114,New Line Cinema
actress,Winona Ryder,96,"New Line Cinema, Columbia Pictures Corporation, Out of the Blue... Entertainment, Happy Madison Productions"
actress,Winona Ryder,100,"Thousand Words, Warner Independent Pictures (WIP), Detour Filmproduction, Section Eight Productions"
actress,Susan Sarandon,107,"Walt Disney Pictures, Josephson Entertainment, Andalasia Productions, Right Coast Productions"
actress,Susan Sarandon,98,United Artists
actress,Susan Sarandon,98,Fox Searchlight Pictures
actress,Susan Sarandon,87,"Avery Pix, Landscape Entertainment"
actress,Susan Sarandon,117,"Punch Productions, Touchstone Pictures, Hyde Park Entertainment, Reveal Entertainment, Gran Via"
actress,Susan Sarandon,106,Miramax Films
actress,Susan Sarandon,121,"Summit Entertainment, Blackfriars Bridge Films, NALA Films, Samuels Media, Warner Independent Pictures (WIP)"
actress,Susan Sarandon,123,"Paramount Pictures, Cruise/Wagner Productions, Vinyl Films, KMP Film Invest"
actor,Arnold Schwarzenegger,108,"David Foster Productions, Bel Air Entertainment, Warner Bros., Hacienda Productions"
actor,Martin Scorsese,90,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation"
actress,Kristin Scott Thomas,125,New Line Cinema
actor,Steven Seagal,96,"Andrew Stevens Entertainment, Steamroller Productions, Sony Pictures Home Entertainment"
actor,Charlie Sheen,84,"Dimension Films, Brad Grey Pictures"
actor,Charlie Sheen,91,"Threshold Entertainment, Lions Gate Family Entertainment"
actor,Charlie Sheen,88,"Shangri-La Entertainment, Material, Taormina Productions"
actress,Elisabeth Shue,95,"Elevation Filmworks, Ursa Major Films LLC"
actress,Elisabeth Shue,101,"Twentieth Century Fox Film Corporation, Fox 2000 Pictures, Josephson Entertainment, MBC Beteiligungs Filmproduktion"
actress,Elisabeth Shue,88,"The Weinstein Company, Atmosphere Entertainment MM, Chako Film Company, Dimension Films, Intellectual Properties Worldwide, Aja / Levasseur Productions"
producer,Elisabeth Shue,95,"Elevation Filmworks, Ursa Major Films LLC"
actress,Alicia Silverstone,105,Metro-Goldwyn-Mayer (MGM)
actor,Christian Slater,125,"Franchise Pictures, Warner Bros., Morgan Creek Productions"
actor,Will Smith,157,Columbia Pictures Corporation
actor,Will Smith,117,"Columbia Pictures Corporation, Escape Artists, Relativity Media, Overbrook Entertainment"
actor,Will Smith,92,"Columbia Pictures, Weed Road Pictures, Forward Pass, Relativity Media, Overbrook Entertainment, Blue Light, GH Three"
actor,Will Smith,90,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation"
actor,Will Smith,118,"Columbia Pictures Corporation, Overbrook Entertainment"
actor,Will Smith,88,"Columbia Pictures, Amblin Entertainment, Columbia Pictures Corporation, Parkes+MacDonald Image Nation"
actor,Will Smith,147,"Columbia Pictures Corporation, Don Simpson/Jerry Bruckheimer Films"
actor,Kevin Spacey,154,"DC Comics, Legendary Pictures, Warner Bros., Bad Hat Harry Productions"
actor,Kevin Spacey,123,"Columbia Pictures, Relativity Media"
director,Steven Spielberg,145,"DreamWorks SKG, Cruise/Wagner Productions, Amblin Entertainment, Twentieth Century Fox Film Corporation, Blue Tulip Productions, Ronald Shusett/Gary Goldman, Digital Image Associates"
director,Steven Spielberg,146,"DreamWorks SKG, Amblin Entertainment, Stanley Kubrick Productions, Warner Bros."
writer,Steven Spielberg,146,"DreamWorks SKG, Amblin Entertainment, Stanley Kubrick Productions, Warner Bros."
director,Steven Spielberg,141,"Kemp Company, Splendid Pictures, Parkes/MacDonald Productions"
producer,Steven Spielberg,135,"DreamWorks SKG, Amblin Entertainment, Malpaso Productions, Warner Bros."
actor,Sylvester Stallone,96,Universal Pictures
actor,Sylvester Stallone,84,Dimension Films
actress,Sharon Stone,104,"Village Roadshow Pictures, DiNovi Pictures, Warner Bros., Frantic Films, Maple Shade Films, Catwoman Films"
director,Quentin Tarantino,111,"Miramax Films, A Band Apart, Super Cool ManChu"
writer,Quentin Tarantino,137,"Miramax Films, A Band Apart, Super Cool ManChu"
actress,Charlize Theron,92,"Columbia Pictures, Weed Road Pictures, Forward Pass, Relativity Media, Overbrook Entertainment, Blue Light, GH Three"
actress,Charlize Theron,121,"Summit Entertainment, Blackfriars Bridge Films, NALA Films, Samuels Media, Warner Independent Pictures (WIP)"
actress,Charlize Theron,93,"Paramount Pictures, Lakeshore Entertainment, MTV Films, Colossal Pictures, Valhalla Motion Pictures, MTV Productions"
actress,Charlize Theron,126,"Warner Bros., Participant Media, Nick Wechsler Productions"
actress,Charlize Theron,119,"Bel Air Entertainment, Warner Bros."
actress,Charlize Theron,109,Newmarket Films
producer,Charlize Theron,109,Newmarket Films
actress,Uma Thurman,137,"Miramax Films, A Band Apart, Super Cool ManChu"
actress,Uma Thurman,111,"Miramax Films, A Band Apart, Super Cool ManChu"
actress,Uma Thurman,86,"The Independent Film Channel Productions, Detour Filmproduction, IFC Productions, InDigEnt (Independent Digital Entertainment), Tape Productions Inc."
actress,Uma Thurman,118,"Double Feature Films, Jersey Films, Nina Saxon Film Design, Metro-Goldwyn-Mayer (MGM)"
writer,Uma Thurman,111,"Miramax Films, A Band Apart, Super Cool ManChu"
actress,Uma Thurman,134,"Sony Pictures, Gaumont Columbia Tristar Films"
actress,Jennifer Tilly,88,"Walt Disney Pictures, Gunn Films, Doom Buggy Productions"
actress,Jennifer Tilly,80,"Plum Pictures, SHRINK Media Inc., Basra Entertainment"
actress,Jennifer Tilly,92,"Walt Disney Pictures, Pixar Animation Studios"
actress,Jennifer Tilly,76,Walt Disney Pictures
actor,John Travolta,98,"Intermedia Films, Krane Entertainment"
actor,John Travolta,89,Paramount Pictures
actor,John Travolta,118,"Double Feature Films, Jersey Films, Nina Saxon Film Design, Metro-Goldwyn-Mayer (MGM)"
actor,John Travolta,96,Walt Disney Animation Studios
actor,John Travolta,115,"Casey Silver Productions, Beacon Communications, Touchstone Pictures, Beacon Pictures, Fantail Films Inc."
actress,Liv Tyler,102,"Miramax Films, Beverly Detroit, View Askew Productions, Close Call Films"
actor,Jean-Claude Van Damme,100,"Artisan Entertainment, 777 Films Corporation, Millennium Films"
actor,Mark Wahlberg,109,"Paramount Pictures, Di Bonaventura Pictures"
actor,Mark Wahlberg,105,"Bel Air Entertainment, Warner Bros., Robert Lawrence Productions, Metal Productions Inc., Maysville Pictures"
actor,Mark Wahlberg,120,"Twentieth Century Fox Film Corporation, Tim Burton Productions, Zanuck Company, The"
actor,Denzel Washington,129,"Imagine Entertainment, Universal Pictures, 40 Acres & A Mule Filmworks"
actor,Denzel Washington,132,"Columbia Pictures, Village Roadshow Pictures, Escape Artists, Mace Neufeld Productions, LStar Capital, Lonetree Entertainment"
actor,Denzel Washington,126,"Jerry Bruckheimer Films, Scott Free Productions, Touchstone Pictures"
actor,Denzel Washington,129,"Paramount Pictures, Scott Rudin Productions, Clinica Estetico"
actor,Denzel Washington,126,"The Weinstein Company, Harpo Films, Marshall Production"
actor,Denzel Washington,105,"Original Film, Monarch Pictures, Metro-Goldwyn-Mayer (MGM)"
actor,Denzel Washington,98,"Twentieth Century Fox Film Corporation, Scott Free Productions, Firm Films, Prospect Park, Millbrook Farm Productions"
actor,Denzel Washington,116,"New Line Cinema, Burg/Koules Productions, Evolution Entertainment"
actor,Denzel Washington,120,"Fox Searchlight Pictures, Mundy Lane Entertainment"
director,Denzel Washington,120,"Fox Searchlight Pictures, Mundy Lane Entertainment"
producer,Denzel Washington,120,"Fox Searchlight Pictures, Mundy Lane Entertainment"
actress,Sigourney Weaver,90,"Columbia Pictures, Original Film, Kanzaman, Relativity Media, Art In Motion"
actress,Sigourney Weaver,78,"IFC Productions, InDigEnt (Independent Digital Entertainment), Miramax, Dolly Hall Productions"
actress,Sigourney Weaver,123,"Davis Entertainment, Metro-Goldwyn-Mayer (MGM)"
actress,Sigourney Weaver,108,"Scott Rudin Productions, Touchstone Pictures, Blinding Edge Pictures"
actress,Sigourney Weaver,117,"Walt Disney Pictures, Chicago Pacific Entertainment, Walden Media, Phoenix Pictures"
actress,Sigourney Weaver,110,"Killer Films, Longfellow Pictures, Warner Independent Pictures (WIP), Jack and Henry Productions Inc."
actor,Robin Williams,91,"Blue Sky Studios, Twentieth Century Fox Animation"
actor,Robin Williams,118,"Section Eight, Alcon Entertainment, Witt/Thomas Productions"
actor,Robin Williams,96,"Fox Searchlight Pictures, Catch 23 Entertainment"
actor,Robin Williams,114,"Warner Bros., CJ Entertainment, Southpaw Entertainment"
actor,Bruce Willis,124,"Dimension Films, Troublemaker Studios, Miramax"
actor,Bruce Willis,125,"David Foster Productions, Cheyenne Enterprises, Metro-Goldwyn-Mayer (MGM), David Ladd Films"
actor,Bruce Willis,102,"Miramax Films, Troublemaker Studios, AR Films, Aldamisa Entertainment, Demarest Films, Solipsist Film, Residaco"
actor,Bruce Willis,121,"Columbia Pictures, Revolution Studios, Cheyenne Enterprises, Michael Lobell Productions"
actor,Bruce Willis,98,"Cheyenne Enterprises, Franchise Pictures, MHF Zweite Academy Film, Eclipse Catering, Nine Yards Two Productions, Nine Yards Productions"
actor,Bruce Willis,83,"Pacific Data Images (PDI), DreamWorks Animation"
actor,Bruce Willis,109,"Columbia Pictures, Revolution Studios"
actor,Bruce Willis,123,"Cheyenne Enterprises, Epsilon Motion Pictures, Empire Pictures, Metro-Goldwyn-Mayer (MGM), Hyde Park Entertainment, Baltimore Spring Creek Productions, Lotus Pictures"
director,John Woo,134,"Lion Rock Productions, Metro-Goldwyn-Mayer (MGM)"
actor,James Woods,85,"Columbia Pictures, Sony Pictures Animation"
actor,James Woods,132,Columbia Pictures
actress,Renée Zellweger,144,"Miramax Films, Imagine Entertainment, Universal Pictures, Parkway Pictures (I), Touchstone Pictures"
actress,Renée Zellweger,113,"Miramax Films, Producers Circle, Storyline Entertainment"
actress,Renée Zellweger,91,"Pacific Data Images (PDI), DreamWorks Animation, Columbus 81 Productions"
actress,Renée Zellweger,90,"DreamWorks SKG, Pacific Data Images (PDI), DreamWorks Animation"
actor,Ben Affleck,98,Paramount Pictures
actor,Ben Affleck,124,"Paramount Pictures, Mace Neufeld Productions, MFP Munich Film Partners GmbH & Company I. Produktions KG, S.O.A.F. Productions, Mel's Cite du Cinema"
actor,Ben Affleck,91,"DreamWorks SKG, LivePlanet, Tall Trees Productions"
actor,Ben Affleck,183,"Jerry Bruckheimer Films, Touchstone Pictures"
actor,Ben Affleck,103,"Twentieth Century Fox Film Corporation, Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures, Marvel Enterprises"
