tconst,primaryTitle,category,averageRating,employee,runtimeMinutes,ProductionCompanies,profit_ratio
tt0397065,House of Wax,actress,6.0,Paris Hilton,113,"Village Roadshow Pictures, Dark Castle Entertainment, Warner Bros.",0
tt0303361,May,actress,7.0,Nichole Hiltz,93,"A Loopy Production LLC, 2 Loop Films",0
tt0382943,Return to Sleepaway Camp,producer,4.0,Robert Hiltzik,86,"Go2sho, Return to Sleepaway corp.",-1
tt0395543,Forty Shades of Blue,composer,6.0,Dickon Hinchliffe,108,"Charlie Guidance, Flux Films, High Line Productions, Tiny Dancer Films",-1
tt0400497,Herbie Fully Loaded,actress,5.0,Cheryl Hines,101,"Walt Disney Pictures, Robert Simonds Productions",0
tt0473308,Waitress,actress,7.0,Cheryl Hines,108,Night and Day Pictures,10
tt0427998,The Grand,actress,6.0,Cheryl Hines,104,"Eleven Eleven Films, Insomnia Media Group, IMG Film 7",-1
tt0472050,Bart Got a Room,actress,6.0,Cheryl Hines,80,"Plum Pictures, SHRINK Media Inc., Basra Entertainment",-1
tt0465375,After Sex,editor,6.0,Suzanne Hines,77,"NALA Films, Supino Pictures",-1
tt0293815,Friday After Next,editor,6.0,Suzanne Hines,85,New Line Cinema,0
tt0359950,The Secret Life of Walter Mitty,actor,7.0,Terence Bernie Hines,114,"New Line Cinema, Ingenious Media, Twentieth Century Fox Film Corporation, Samuel Goldwyn Films, Big Screen Productions, Red Hour Films, TSG Entertainment, Down Productions",1
tt0338466,Stuck on You,actor,6.0,Terence Bernie Hines,118,"Twentieth Century Fox Film Corporation, Conundrum Entertainment",0
tt0265208,The Girl Next Door,actor,7.0,Emile Hirsch,109,"Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures, Daybreak",0
tt0339419,The Mudge Boy,actor,7.0,Emile Hirsch,94,,0
tt0350258,Ray,editor,8.0,Paul Hirsch,152,"Universal Pictures, Bristol Bay Productions, Baldwin Entertainment Group, Anvil Films",2
tt0378793,Speak,actress,7.0,Hallee Hirsh,89,Showtime Networks,-1
tt0398375,Rumor Has It...,casting_director,6.0,Janet Hirshenson,97,"Village Roadshow Pictures, Section Eight, Spring Creek Productions, Warner Bros.",0
tt0268978,A Beautiful Mind,casting_director,8.0,Janet Hirshenson,135,"Imagine Entertainment, DreamWorks SKG, Universal Pictures",4
tt0438097,Ice Age: The Meltdown,editor,7.0,Harry Hitner,91,"Blue Sky Studios, Twentieth Century Fox Animation",7
tt0269095,City by the Sea,writer,6.0,Ken Hixon,108,"Warner Bros. Pictures, Epsilon Motion Pictures, Franchise Pictures, Brad Grey Pictures, Sea Breeze Productions Inc.",0
tt0376541,Closer,actor,7.0,Nick Hobbs,104,Columbia Pictures,3
tt0305669,Bringing Down the House,producer,6.0,David Hoberman,105,"Hyde Park Films, Touchstone Pictures",5
tt0351977,Walking Tall,producer,6.0,David Hoberman,86,"Metro-Goldwyn-Mayer (MGM), Mandeville Films, WWE Studios, Hyde Park Entertainment, Burke/Samples/Foster Productions, Cub Eight Productions",0
tt0251114,Hart's War,director,6.0,Gregory Hoblit,125,"David Foster Productions, Cheyenne Enterprises, Metro-Goldwyn-Mayer (MGM), David Ladd Films",0
tt0211443,Jason X,actor,5.0,Kane Hodder,92,"New Line Cinema, Sean S. Cunningham Films, Crystal Lake Entertainment",0
tt0326820,DarkWolf,actor,3.0,Kane Hodder,94,,-1
tt0168786,Antwone Fisher,actor,7.0,Cory Hodges,120,"Fox Searchlight Pictures, Mundy Lane Entertainment",0
tt0257044,Road to Perdition,actor,8.0,Tyler Hoechlin,117,"DreamWorks SKG, The Zanuck Company, Twentieth Century Fox Film Corporation",1
tt0233469,Collateral Damage,editor,6.0,Dov Hoenig,108,"David Foster Productions, Bel Air Entertainment, Warner Bros., Hacienda Productions",0
tt0258000,Panic Room,producer,7.0,Judy Hofflund,112,"Hofflund/Polone, Indelible Productions",3
tt0365125,A Dirty Shame,actress,5.0,Jackie Hoffman,89,"Fine Line Features, Killer Films, John Wells Productions, This Is That Productions",0
tt0389860,Click,actor,6.0,Jake Hoffman,107,"Original Film, Columbia Pictures Corporation, Revolution Studios, Happy Madison Productions",1
tt0326900,Good Boy,director,5.0,John Hoffman,87,"Jim Henson Pictures, Metro-Goldwyn-Mayer (MGM)",-1
tt0326900,Good Boy,writer,5.0,John Hoffman,87,"Jim Henson Pictures, Metro-Goldwyn-Mayer (MGM)",-1
tt0309377,Blood Work,actor,6.0,Rick Hoffman,110,"Malpaso Productions, Warner Bros.",0
tt0264935,Murder by Numbers,producer,6.0,Susan Hoffman,115,"Castle Rock Entertainment, Warner Bros., Schroeder Hoffman Productions",0
tt0357110,The Ballad of Jack and Rose,editor,7.0,Sabine Hoffman,112,"Elevation Filmworks, Initial Entertainment Group (IEG), IFC Productions, Jack and Rose Productions",0
tt0278504,Insomnia,actor,7.0,Larry Holden,118,"Section Eight, Alcon Entertainment, Witt/Thomas Productions",1
tt0268995,The Majestic,actress,7.0,Laurie Holden,152,"Village Roadshow Pictures, Castle Rock Entertainment, NPV Entertainment, Darkwoods Productions",0
tt0373283,Saints and Soldiers,actor,7.0,Peter Holden,90,Excel Entertainment,-1
tt0250323,The Deep End,writer,7.0,Elisabeth Sanxay Holding,101,i5 Films,-1
tt0363988,Secret Window,actor,7.0,Matt Holland,96,"Columbia Pictures Corporation, Pariah Entertainment Group, Grand Slam Productions, Mel's Cite du Cinema",1
tt0338325,Paparazzi,actor,6.0,Tom Hollander,84,"Icon Productions, Twentieth Century Fox Film Corporation, Icon Entertainment International",0
tt0408839,The Heartbreak Kid,actress,6.0,Polly Holliday,116,"Conundrum Entertainment, Davis Entertainment, DreamWorks Pictures, Radar Pictures",1
tt0376136,The Rum Diary,actor,6.0,Julian Holloway,119,"FilmEngine, Infinitum Nihil, GK Films",0
tt0382932,Ratatouille,editor,8.0,Darren T. Holmes,111,"Walt Disney Pictures, Pixar Animation Studios",3
tt0409182,Poseidon,editor,6.0,Peter Honess,98,"Virtual Studios, Next Entertainment, Warner Bros., Irwin Allen Productions, Radiant Productions, Synthesis Entertainment",0
tt0249478,Domestic Disturbance,editor,6.0,Peter Honess,89,Paramount Pictures,0
tt0343121,Tupac: Resurrection,producer,8.0,Preston L. Holmes,112,"Paramount Pictures, MTV Films",25
tt0373450,Where the Truth Lies,writer,6.0,Rupert Holmes,107,Serendipity Point Films,-1
tt0283111,Van Wilder,actor,6.0,Teck Holmes,92,"Tapestry Films, Artisan Entertainment",6
tt0258273,Lovely & Amazing,director,7.0,Nicole Holofcener,91,,15
tt0387059,Bee Season,actress,6.0,Lorri Holt,104,,0
tt0330181,Gacy,actor,5.0,Mark Holton,88,"Peninsula Films, DEJ Productions, Rillington Production",-1
tt0300051,Jersey Girl,production_designer,6.0,Robert Holtzman,102,"Miramax Films, Beverly Detroit, View Askew Productions, Close Call Films",0
tt0261392,Jay and Silent Bob Strike Back,production_designer,7.0,Robert Holtzman,104,"Dimension Films, View Askew Productions, Miramax",0
tt0441773,Kung Fu Panda,actor,8.0,James Hong,92,DreamWorks Animation,3
tt0220506,Halloween: Resurrection,writer,4.0,Sean Hood,90,Dimension Films,1
tt0367085,Soul Plane,actor,5.0,Brian Hooks,86,Metro-Goldwyn-Mayer (MGM),0
tt0453562,42,production_designer,8.0,Richard Hoover,128,Warner Bros.,1
tt0395972,North Country,production_designer,7.0,Richard Hoover,126,"Warner Bros., Participant Media, Nick Wechsler Productions",0
tt0327036,Martin Lawrence Live: Runteldat,production_designer,5.0,Richard Hoover,113,,5
tt0239641,Mimic 2,cinematographer,5.0,Nathan Hope,82,"Neo Art & Logic, Dimension Films",-1
tt0366174,Anacondas: The Hunt for the Blood Orchid,actor,5.0,Nicholas Hope,97,"Screen Gems, Middle Fork Productions",2
tt0358135,Shall We Dance?,actress,6.0,Tamara Hope,106,Miramax Films,2
tt0250323,The Deep End,actress,7.0,Tamara Hope,101,i5 Films,-1
tt0219822,Human Nature,producer,6.0,Ted Hope,96,"Fine Line Features, Senator Film Produktion, Beverly Detroit, StudioCanal, Partizan, Good Machine",0
tt0365125,A Dirty Shame,producer,5.0,Ted Hope,89,"Fine Line Features, Killer Films, John Wells Productions, This Is That Productions",0
tt0244970,Someone Like You,casting_director,6.0,Billy Hopkins,97,"Fox 2000 Pictures, Lynda Obst Productions",-1
tt0378793,Speak,casting_director,7.0,Billy Hopkins,89,Showtime Networks,-1
tt0323120,Loving Annabelle,actress,6.0,Michelle Horn,77,"Big Easy Pictures, Divine Light Pictures",-1
tt0437179,See No Evil,actor,5.0,Craig Horner,84,"Lions Gate Films, WWE Studios",-1
tt0367479,After the Sunset,actor,6.0,Russell Hornsby,97,"New Line Cinema, Contrafilm, Firm Films",0
tt0265298,Big Fat Liar,actor,6.0,Russell Hornsby,88,Universal Pictures,2
tt0293815,Friday After Next,actress,6.0,Anna Maria Horsford,85,New Line Cinema,0
tt0278488,How High,actress,6.0,Anna Maria Horsford,93,"Universal Pictures, Jersey Films, Native Pictures Productions",1
tt0443496,Edmond,editor,6.0,Andy Horvitch,82,First Independent Pictures,-1
tt0251114,Hart's War,casting_director,6.0,Jessica Horáthová,125,"David Foster Productions, Cheyenne Enterprises, Metro-Goldwyn-Mayer (MGM), David Ladd Films",0
tt0451279,Wonder Woman,actor,7.0,Danny Huston,141,"Dune Entertainment, Atlas Entertainment, Warner Bros., DC Entertainment, Cruel & Unusual Films, TENCENT PICTURES, Wanda Pictures",4
tt0338751,The Aviator,actor,8.0,Danny Huston,170,"Miramax Films, Appian Way, Forward Pass, Cappa Productions, Warner Bros., Initial Entertainment Group (IEG), IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Mel's Cite du Cinema",0
tt0458525,X-Men Origins: Wolverine,actor,7.0,Danny Huston,107,"Ingenious Film Partners, Twentieth Century Fox Film Corporation, Donners' Company, Dune Entertainment, Seed Productions, Bad Hat Harry Productions, Big Screen Productions, Marvel Enterprises",1
tt0315733,21 Grams,actor,8.0,Danny Huston,124,"This Is That Productions, Y Productions, Mediana Productions Filmgesellschaft",2
tt0377107,Proof,actor,7.0,Gary Houston,100,"Miramax Films, Endgame Entertainment, Hart-Sharp Entertainment",0
tt0452694,The Time Traveler's Wife,actor,7.0,Arliss Howard,107,"New Line Cinema, Plan B Entertainment, Nick Wechsler Productions, Internationale Scarena Filmproduktionsgesellschaft 2",1
tt0211933,Awake,actor,7.0,Arliss Howard,84,"The Weinstein Company, Open City Films, GreeneStreet Films",0
tt0369610,Jurassic World,actress,7.0,Bryce Dallas Howard,124,"Universal Studios, Amblin Entertainment, Legendary Pictures, Fuji Television Network, Dentsu",9
tt0452637,Lady in the Water,actress,6.0,Bryce Dallas Howard,110,"Legendary Pictures, Warner Bros., Blinding Edge Pictures",0
tt0368447,The Village,actress,7.0,Bryce Dallas Howard,108,"Scott Rudin Productions, Touchstone Pictures, Blinding Edge Pictures",3
tt0413300,Spider-Man 3,actress,6.0,Bryce Dallas Howard,139,"Columbia Pictures, Laura Ziskin Productions, Marvel Enterprises",2
tt0398286,Tangled,director,8.0,Byron Howard,100,"Walt Disney Pictures, Walt Disney Animation Studios",1
tt0416041,Molding Clay,actor,5.0,Clint Howard,90,,-1
tt0373883,Halloween,actor,6.0,Clint Howard,109,"Dimension Films, Spectacle Entertainment Group, Nightfall Productions",4
tt0248667,Ali,writer,7.0,Gregory Allen Howard,157,Columbia Pictures Corporation,0
tt0327162,The Stepford Wives,writer,5.0,Paul Rudnick,93,"Paramount Pictures, De Line Pictures, DreamWorks Pictures",0
tt0454921,The Pursuit of Happyness,actor,8.0,Brian Howe,117,"Columbia Pictures Corporation, Escape Artists, Relativity Media, Overbrook Entertainment",4
tt0264464,Catch Me If You Can,actor,8.0,Brian Howe,141,"Kemp Company, Splendid Pictures, Parkes/MacDonald Productions",5
tt0363547,Dawn of the Dead,editor,7.0,Niven Howie,101,"New Amsterdam Entertainment, Strike Entertainment, Metropolitan Filmexport, Toho-Towa, Cruel and Unusual Films",2
tt0283160,Extreme Ops,cinematographer,4.0,Hannes Hubach,93,"Paramount Pictures, Extreme Productions, ApolloMedia Distribution",0
tt0427470,The Lookout,actor,7.0,David Huband,99,"Miramax Films, Spyglass Entertainment",0
tt0352248,Cinderella Man,actor,8.0,David Huband,144,"Miramax Films, Imagine Entertainment, Universal Pictures, Parkway Pictures (I), Touchstone Pictures",0
tt0437800,Akeelah and the Bee,actress,7.0,Erica Hubbard,112,"Lions Gate Films, 2929 Productions, Out of the Blue... Entertainment, Starbucks Entertainment, Cinema Gypsy Productions",1
tt0470705,Bug,producer,6.0,Gary Huckabay,102,"Lions Gate Films, L.I.F.T. Production, DMK Mediafonds International",1
tt0395251,The Producers,actor,6.0,David Huddleston,134,"Sony Pictures, Gaumont Columbia Tristar Films",0
tt0327056,Mystic River,casting_director,8.0,Phyllis Huffman,138,"Village Roadshow Pictures, Malpaso Productions, NPV Entertainment, Warner Bros.",5
tt0311730,The Roman Spring of Mrs. Stone,casting_director,6.0,Maureen Hughes,114,Showtime Networks,-1
tt0367085,Soul Plane,actor,5.0,D.L. Hughley,86,Metro-Goldwyn-Mayer (MGM),0
tt0422295,Fur: An Imaginary Portrait of Diane Arbus,actress,6.0,Marceline Hugot,122,"River Road Entertainment, Edward R. Pressman Film, Iron Film",0
tt0165982,Sinbad: Legend of the Seven Seas,actor,7.0,Raman Hui,86,DreamWorks Animation,0
tt0281680,"The Bread, My Sweet",producer,7.0,William C. Hulley,105,,0
tt0324554,Wicker Park,editor,7.0,Andrew Hulme,114,"Lakeshore Entertainment, Metro-Goldwyn-Mayer (MGM), Mel's Cite du Cinema",0
tt0337812,Air Bud: Spikes Back,actor,4.0,Alf Humphreys,87,Walt Disney Studios HE,-1
tt0283003,Spun,actress,7.0,Chloe Hunter,101,"Muse Productions, Brink Films, Silver Nitrate",-1
tt0286493,The Badge,production_designer,6.0,Clark Hunter,103,"Propaganda Films, The Turman-Morrissey Company, Nu Image Films",-1
tt0348150,Superman Returns,actor,6.0,Sam Huntington,154,"DC Comics, Legendary Pictures, Warner Bros., Bad Hat Harry Productions",0
tt0416041,Molding Clay,actor,5.0,Sam Huntington,90,,-1
tt0316824,In Enemy Hands,actor,6.0,Sam Huntington,94,"Splendid Pictures, Artisan Entertainment, Pierce/Williams Entertainment, John Brister Productions",-1
tt0339412,Mr. 3000,cinematographer,6.0,Shane Hurlbut,104,Touchstone Pictures,0
tt0448120,Single White Female 2: The Psycho,writer,4.0,Andy Hurst,91,"3rd Street Pictures, Third Street Pictures",-1
tt0423169,Sherrybaby,actress,7.0,Michelle Hurst,96,Red Envelope Entertainment,0
tt0276033,The Country Bears,actor,4.0,Toby Huss,88,Walt Disney Pictures,-1
tt0462504,Rescue Dawn,actor,7.0,Toby Huss,125,Metro-Goldwyn-Mayer (MGM),0
tt0455960,The Hitcher,actor,6.0,Jeffrey Hutchinson,84,"Intrepid Pictures, Focus Films, Platinum Dunes",1
tt0453467,Deja Vu,actor,7.0,Rich Hutchman,126,"Jerry Bruckheimer Films, Scott Free Productions, Touchstone Pictures",1
tt0337741,Something's Gotta Give,production_designer,7.0,Jon Hutman,128,"Columbia Pictures Corporation, Waverly Films, Warner Bros.",2
tt0259711,Vanilla Sky,editor,7.0,Joe Hutshing,136,"Paramount Pictures, Cruise-Wagner Productions, Vinyl Films",1
tt0238552,Replicant,actress,5.0,Pam Hyatt,100,"Artisan Entertainment, 777 Films Corporation, Millennium Films",-1
tt0464799,The Curse of King Tut's Tomb,actor,4.0,Jonathan Hyde,170,"Larry Levinson Productions, Hallmark Entertainment, Silverstar Ltd.",-1
tt0290002,Meet the Fockers,writer,6.0,Marc Hyman,115,"DreamWorks SKG, Universal Pictures, Everyman Pictures, Tribeca Productions",5
tt0181739,Osmosis Jones,writer,6.0,Marc Hyman,95,"Conundrum Entertainment, Warner Bros. Animation, Warner Bros.",0
tt0219822,Human Nature,editor,6.0,Russell Icke,96,"Fine Line Features, Senator Film Produktion, Beverly Detroit, StudioCanal, Partizan, Good Machine",0
tt0219822,Human Nature,actor,6.0,Rhys Ifans,96,"Fine Line Features, Senator Film Produktion, Beverly Detroit, StudioCanal, Partizan, Good Machine",0
tt0397535,Memoirs of a Geisha,actor,7.0,Togo Igawa,145,"DreamWorks SKG, Spyglass Entertainment, Columbia Pictures Corporation, Red Wagon Productions",0
tt0159273,Behind Enemy Lines,actor,6.0,Marko Igonda,106,"Twentieth Century Fox Film Corporation, Davis Entertainment",1
tt0397535,Memoirs of a Geisha,actor,7.0,Thomas Ikeda,145,"DreamWorks SKG, Spyglass Entertainment, Columbia Pictures Corporation, Red Wagon Productions",0
tt0271219,Tadpole,actor,6.0,Robert Iler,78,"IFC Productions, InDigEnt (Independent Digital Entertainment), Miramax, Dolly Hall Productions",18
tt0338450,Sniper 2,actor,5.0,Barna Illyés,91,Sandstorm Films,-1
tt0438052,The Gene Generation,actor,4.0,Jeff Imada,96,"Ascension Pictures, Red Cam Studios, Middle Link",-1
tt0311113,Master and Commander: The Far Side of the World,actor,8.0,Lee Ingleby,138,"Universal Pictures, Twentieth Century Fox Film Corporation, Samuel Goldwyn Films, Miramax",0
tt0430308,Get Rich or Die Tryin',producer,6.0,Jimmy Iovine,117,"Paramount Pictures, MTV Films, Cent Productions Inc.",0
tt0408790,Flightplan,actor,6.0,Michael Irby,98,"Imagine Entertainment, Touchstone Pictures",3
tt0358135,Shall We Dance?,editor,6.0,Charles Ireland,106,Miramax Films,2
tt0462338,The Hoax,writer,7.0,Clifford Irving,116,"Miramax Films, The Mark Gordon Company, Yari Film Group, Bob Yari Productions",0
tt0452637,Lady in the Water,actor,6.0,Bill Irwin,110,"Legendary Pictures, Warner Bros., Blinding Edge Pictures",0
tt0302886,Old School,cinematographer,7.0,Mark Irwin,88,"DreamWorks SKG, The Montecito Picture Company",2
tt0421729,Big Momma's House 2,cinematographer,5.0,Mark Irwin,99,"Twentieth Century Fox Film Corporation, Regency Enterprises, Epsilon Motion Pictures, Firm Films, Deep River Productions, New Regency Pictures, Ed Friendly Productions, Runteldat Entertainment, Big Lou House Productions",2
tt0181739,Osmosis Jones,cinematographer,6.0,Mark Irwin,95,"Conundrum Entertainment, Warner Bros. Animation, Warner Bros.",0
tt0397313,Eight Below,writer,7.0,Toshirô Ishidô,120,"Walt Disney Pictures, Spyglass Entertainment, Vertigo Entertainment, Kennedy/Marshall Company, The, Mandeville Films, Winking Productions",2
tt0452624,The Good German,actor,6.0,Ravil Isyanov,105,"Warner Bros., Section Eight Productions, Sunset Gower Studios",0
tt0335345,The Passion of the Christ,actress,7.0,Maia Morgenstern,127,"Icon Productions, Twentieth Century Fox Film Corporation",19
tt0251114,Hart's War,actor,6.0,Marcel Iures,125,"David Foster Productions, Cheyenne Enterprises, Metro-Goldwyn-Mayer (MGM), David Ladd Films",0
tt0281686,Bubba Ho-Tep,actor,7.0,Bob Ivy,92,"MGM, Silver Sphere Corporation",-1
tt0333780,"Legally Blonde 2: Red, White & Blonde",actress,5.0,Dana Ivey,95,"Type A Films, Marc Platt Productions, Metro-Goldwyn-Mayer (MGM)",1
tt0293564,Rush Hour 3,actress,6.0,Dana Ivey,91,New Line Cinema,0
tt0420294,The Texas Chainsaw Massacre: The Beginning,composer,6.0,Steve Jablonsky,91,"New Line Cinema, Next Entertainment, Platinum Dunes, Vortex/Henkel/Hooper, Texas Chainsaw Productions",-1
tt0418279,Transformers,composer,7.0,Steve Jablonsky,144,"Paramount Pictures, DreamWorks SKG, Amblin Entertainment, Di Bonaventura Pictures, Platinum Dunes, thinkfilm, SprocketHeads, Hasbro Studios, Revolution Sun Studios",3
tt0455960,The Hitcher,composer,6.0,Steve Jablonsky,84,"Intrepid Pictures, Focus Films, Platinum Dunes",1
tt0384806,The Amityville Horror,composer,6.0,Steve Jablonsky,90,"Platinum Dunes, Dimension Films, Metro-Goldwyn-Mayer (MGM), Radar Pictures",4
tt0454945,She's the Man,editor,6.0,Michael Jablow,105,"DreamWorks SKG, Lakeshore Entertainment",0
tt0302886,Old School,editor,7.0,Michael Jablow,88,"DreamWorks SKG, The Montecito Picture Company",2
tt0306685,Cradle 2 the Grave,actor,6.0,Michael Jace,101,"Silver Pictures, Warner Bros.",1
tt0290334,X2: X-Men United,actor,7.0,Hugh Jackman,134,"Twentieth Century Fox Film Corporation, Donners' Company, Bad Hat Harry Productions, Marvel Enterprises, XM2 Productions, XF2 Canada Productions",2
tt0244970,Someone Like You,actor,6.0,Hugh Jackman,97,"Fox 2000 Pictures, Lynda Obst Productions",-1
tt0414993,The Fountain,actor,7.0,Hugh Jackman,97,"Regency Enterprises, Warner Bros., Muse Entertainment Enterprises, Protozoa Pictures, New Regency Pictures",0
tt0458525,X-Men Origins: Wolverine,actor,7.0,Hugh Jackman,107,"Ingenious Film Partners, Twentieth Century Fox Film Corporation, Donners' Company, Dune Entertainment, Seed Productions, Bad Hat Harry Productions, Big Screen Productions, Marvel Enterprises",1
tt0372803,Ring of Darkness,actor,3.0,Jeremy Jackson,85,"Regent Entertainment, ACH, Christopher Filmcapital",-1
tt0375063,Sideways,casting_director,8.0,John Jackson,127,"Fox Searchlight Pictures, Michael London Productions, Sideways Productions Inc.",5
tt0346631,Blood and Bone,production_designer,7.0,Paul Luther Jackson,93,"Michael Mailer Films, Remarkable Films",-1
tt0289408,The Powerpuff Girls Movie,actor,7.0,Roger Jackson,73,"Warner Bros. Pictures, Warner Bros. Animation, Cartoon Network Studios",0
tt0243655,Wet Hot American Summer,actor,7.0,Gideon Jacobs,97,Eureka Pictures,0
tt0437179,See No Evil,actor,5.0,Glenn Jacobs,84,"Lions Gate Films, WWE Studios",-1
tt0454792,Bubble,producer,7.0,Gregory Jacobs,73,"Magnolia Pictures, Extension 765",-1
tt0338094,The Haunted Mansion,casting_director,5.0,Donna Morong,88,"Walt Disney Pictures, Gunn Films, Doom Buggy Productions",1
tt0417433,Annapolis,casting_director,6.0,Donna Morong,108,Touchstone Pictures,0
tt0277371,Not Another Teen Movie,writer,6.0,Andrew Jacobson,89,"Original Film, Columbia Pictures Corporation, Neal H. Moritz Productions",3
tt0285728,Dahmer,director,6.0,David Jacobson,101,"Peninsula Films, DEJ Productions, Two Left Shoes Films, Blockbuster Films",0
tt0247199,The Believer,writer,7.0,Mark Jacobson,98,"Fuller Films, Seven Arts Pictures",0
tt0449040,War of the Worlds,casting_director,3.0,Ellen Jacoby,93,Asylum,-1
tt0299045,The Movie Hero,actor,6.0,Carlos Jacott,98,,-1
tt0369441,Fun with Dick and Jane,actor,6.0,Carlos Jacott,90,"Imagine Entertainment, Columbia Pictures Corporation, JC 23 Entertainment",1
tt0349903,Ocean's Twelve,actress,7.0,Anne Jacques,125,"Village Roadshow Pictures, Section Eight, Jerry Weintraub Productions, Warner Bros., WV Films III",2
tt0371724,The Hitchhiker's Guide to the Galaxy,cinematographer,7.0,Igor Jadue-Lillo,109,"Spyglass Entertainment, Everyman Pictures, Hammer & Tongs, Touchstone Pictures",1
tt0395495,Catch and Release,actor,6.0,Sam Jaeger,124,"Columbia Pictures Corporation, Relativity Media",0
tt0361399,Blast,actor,5.0,Hannes Jaenicke,92,"Film Afrika Worldwide, Gemini Films, Motion Picture Corporation of America (MPCA), International West Pictures (IWP)",-1
tt0367085,Soul Plane,casting_director,5.0,Sheila Jaffe,86,Metro-Goldwyn-Mayer (MGM),0
tt0261983,Session 9,casting_director,6.0,Sheila Jaffe,97,"October Films, USA Films, Scout Productions",0
tt0265349,The Mothman Prophecies,casting_director,6.0,Sheila Jaffe,119,Lakeshore Entertainment,0
tt0350028,Raising Helen,actress,6.0,Sakina Jaffrey,119,"Touchstone Pictures, Beacon Pictures, Mandeville Films",0
tt0399901,Woman Thou Art Loosed,self,7.0,T.D. Jakes,94,,1
tt0315983,House of Sand and Fog,actor,8.0,Kia Jam,126,"DreamWorks SKG, Cobalt Media Group, Bisgrove Entertainment",0
tt0475298,Hood of Horror,actor,4.0,Hawthorne James,84,"Freestyle Releasing, Social Capital, Snoopadelic Films Inc., Xenon Pictures",0
tt0384806,The Amityville Horror,actor,6.0,Jesse James,90,"Platinum Dunes, Dimension Films, Metro-Goldwyn-Mayer (MGM), Radar Pictures",4
tt0372532,The Wedding Date,actor,6.0,Jolyon James,90,"26 Films, Gold Circle Films, Visionview Production",2
tt0386588,Hitch,actor,7.0,Kevin James,118,"Columbia Pictures Corporation, Overbrook Entertainment",4
tt0452598,Cheaper by the Dozen 2,cinematographer,6.0,Peter James,94,"Twentieth Century Fox Film Corporation, 21 Laps Entertainment, Dozen Canada Productions",1
tt0391304,A Lot Like Love,actor,7.0,James Read,107,"Mile High Productions, Kevin Messick Productions, Touchstone Pictures, Beacon Pictures",0
tt0301470,Jeepers Creepers 2,production_designer,6.0,Peter Jamison,104,"United Artists, American Zoetrope, Myriad Pictures, Jeepers Creepers II",2
tt0306841,The Lizzie McGuire Movie,writer,6.0,Susan Estelle Jansen,94,"Walt Disney Pictures, Teen Life Productions",2
tt0281358,A Walk to Remember,writer,7.0,Karen Janszen,101,"DiNovi Pictures, Pandora Pictures, Gaylord Films, Warner Bros.",2
tt0441007,Gracie,writer,6.0,Karen Janszen,95,"Elevation Filmworks, Ursa Major Films LLC",0
tt0378109,Into the Blue,production_designer,6.0,Maia Javan,110,"Columbia Pictures Corporation, Mandalay Pictures, Metro-Goldwyn-Mayer (MGM)",0
tt0280460,The Banger Sisters,production_designer,6.0,Maia Javan,98,Fox Searchlight Pictures,-1
tt0401445,A Good Year,casting_director,7.0,Jina Jay,117,"Fox 2000 Pictures, Scott Free Productions",0
tt0252503,Heist,actor,7.0,Ricky Jay,109,"Epsilon Motion Pictures, Franchise Pictures, Indelible Pictures, Linson Entertainment, Art Linson Productions, Morgan Creek Productions, Stolen Film Productions",-1
tt0133240,Treasure Planet,actor,7.0,Tony Jay,95,"Walt Disney Pictures, Walt Disney Feature Animation",0
tt0311289,Holes,actor,7.0,Brenden Jefferson,117,"Walt Disney Pictures, Chicago Pacific Entertainment, Walden Media, Phoenix Pictures",-1
tt0338094,The Haunted Mansion,actor,5.0,Marc John Jefferies,88,"Walt Disney Pictures, Gunn Films, Doom Buggy Productions",1
tt0430308,Get Rich or Die Tryin',actor,6.0,Marc John Jefferies,117,"Paramount Pictures, MTV Films, Cent Productions Inc.",0
tt0398375,Rumor Has It...,casting_director,6.0,Jane Jenkins,97,"Village Roadshow Pictures, Section Eight, Spring Creek Productions, Warner Bros.",0
tt0465472,The Gerson Miracle,composer,7.0,Bob Jenkins,91,,-1
tt0164184,The Sum of All Fears,actor,7.0,Ken Jenkins,124,"Paramount Pictures, Mace Neufeld Productions, MFP Munich Film Partners GmbH & Company I. Produktions KG, S.O.A.F. Productions, Mel's Cite du Cinema",1
tt0364146,10.5,actress,5.0,Rebecca Jenkins,83,"Jaffe/Braunstein Films, Dogwood Pictures, Argosy Productions Limited",-1
tt0395972,North Country,actor,7.0,Richard Jenkins,126,"Warner Bros., Participant Media, Nick Wechsler Productions",0
tt0138524,Intolerable Cruelty,actor,6.0,Richard Jenkins,100,"Imagine Entertainment, Universal Pictures, Mike Zoss Productions, Alphaville Productions",0
tt0264472,Changing Lanes,actor,7.0,Richard Jenkins,98,Paramount Pictures,1
tt0369441,Fun with Dick and Jane,actor,6.0,Richard Jenkins,90,"Imagine Entertainment, Columbia Pictures Corporation, JC 23 Entertainment",1
tt0339419,The Mudge Boy,actor,7.0,Richard Jenkins,94,,0
tt0376136,The Rum Diary,actor,6.0,Richard Jenkins,119,"FilmEngine, Infinitum Nihil, GK Films",0
tt0239949,Say It Isn't So,actor,5.0,Richard Jenkins,95,"Twentieth Century Fox Film Corporation, Conundrum Entertainment, Say It Isn't So Productions",-1
